time,SPX,SPX % Change,DXY,DXY % Change,VIX,VIX % Change,Mortgage,Mortgage % Change,CPIAUCSL,CPIAUCSL % Change,PPI,PPI % Change,PMI,PMI % Change,T10Y3M,T10Y3M % Change,TVC_US10Y,TVC_US10Y % Change,OECD CLI,OECD CLI % Change,UNRATE,UNRATE % Change,USINTR,USINTR % Change,USIRYY,USIRYY % Change,INDPRO,INDPRO % Change,RETAIL,RETAIL % Change,CCI,CCI % Change,S&P Sales,S&P Sales % Change
1999-09-01 08:30:00-05:00,1282.71,-0.01708140184516893,98.5,-0.015295411376587076,25.41,0.03926380368098159,7.76,-0.00512820512820511,168.1,0.0017878426698449967,128.0,0.008668242710795804,52.2,-0.10616438356164382,1.02,0.020000000000000018,5.96099997,0.0006715108523973612,101.090612,0.0004403989365195926,4.2,0.0,5.25,0.0,2.6,0.1304347826086958,89.3119,0.005789557849406268,231903000000.0,0.002888836032607589,107.2,0.02583732057416266,874.32,0.026269455595464564
1999-10-01 08:30:00-05:00,1362.93,0.015400390962543531,99.07,0.0057868020304567835,22.2,-0.12632821723730814,7.96,0.02577319587628879,168.4,0.0017846519928614857,127.7,-0.002343749999999978,58.8,0.12643678160919536,0.9,-0.11764705882352944,6.11899996,0.02650561831826348,101.1366097,0.0004550145566435404,4.1,-0.023809523809523947,5.25,0.0,2.6,0.0,89.7109,0.004467489774598876,233948000000.0,0.008818342151675429,103.2,-0.03731343283582089,898.02,0.027106780126269436
1999-11-01 08:30:00-06:00,1388.95,0.040920145389628404,101.96,0.02917129302513377,24.18,0.08918918918918917,7.75,-0.02638190954773867,168.8,0.002375296912114022,128.3,0.00469851213782313,59.2,0.006802721088435382,0.88,-0.022222222222222254,6.20599985,0.014217991594822621,101.1847942,0.0004764298520876231,4.1,0.0,5.5,0.04761904761904767,2.6,0.0,89.3331,-0.004211305426653822,236566000000.0,0.011190520970472129,107.2,0.03875968992248069,917.93,0.02217099841874348
1999-12-01 08:30:00-06:00,1469.25,0.03853029664404173,101.87,-0.0008826990976852356,23.4,-0.032258064516129115,8.06,0.040000000000000036,169.3,0.002962085308056972,127.8,-0.0038971161340608518,56.9,-0.038851351351351426,1.12,0.27272727272727293,6.36800003,0.026103800179756664,101.2188274,0.00033634698048334855,4.0,-0.024390243902438935,5.5,0.0,2.7,0.03846153846153855,90.4924,0.012977272701831799,237481000000.0,0.003867842378025621,105.4,-0.016791044776119368,936.83,0.020589805322846155
2000-01-03 08:30:00-06:00,1394.46,0.0026275645870070807,105.07,0.03141258466673191,24.95,0.06623931623931623,8.25,0.023573200992555776,170.0,0.0041346721795627595,128.3,0.003912363067292812,58.8,0.033391915641476144,0.92,-0.1785714285714286,6.69899988,0.05197861941592974,101.2149375,-3.843059734942589e-05,4.0,0.0,5.5,0.0,2.7,0.0,90.965,0.005222538025292822,237553000000.0,0.0003031821493086895,111.4,0.05692599620493355,952.51,0.016737294920102785
2000-02-01 08:30:00-06:00,1359.78,-0.03867856382626056,105.96,0.008470543447225642,23.37,-0.06332665330661313,8.31,0.0072727272727273196,171.0,0.00588235294117645,129.8,0.011691348402182333,56.9,-0.03231292517006801,0.64,-0.30434782608695654,6.41800022,-0.04194650918548759,101.1578089,-0.0005644285459347476,4.1,0.02499999999999991,5.75,0.045454545454545414,3.2,0.18518518518518512,91.6804,0.007864563293574545,240544000000.0,0.01259087445748941,111.3,-0.0008976660682227244,965.19,0.013312196197415416
2000-03-01 08:30:00-06:00,1498.58,0.04014040793805784,105.46,-0.004718761796904447,23.67,0.012836970474968012,8.23,-0.00962695547533099,170.9,-0.0005847953216373547,130.8,0.007704160246533087,56.2,-0.012302284710017486,0.15,-0.765625,6.04799986,-0.057650412483158164,101.071946,-0.000848801500681895,4.0,-0.024390243902438935,6.0,0.04347826086956519,3.8,0.18749999999999978,91.6261,-0.0005922749028146601,245485000000.0,0.020540940534787833,107.1,-0.037735849056603765,986.11,0.02167448896072277
2000-04-03 08:30:00-05:00,1456.04,0.031133415462359704,110.13,0.044282192300398204,26.2,0.10688635403464297,8.13,-0.012150668286755706,171.2,0.0017554125219425565,130.7,-0.000764525993883991,56.2,0.0,0.41,1.7333333333333334,6.22700024,0.029596624362355772,100.9656912,-0.0010512788583293409,3.8,-0.050000000000000044,6.0,0.0,3.1,-0.18421052631578938,91.9626,0.0036725343542942657,243436000000.0,-0.00834674216347231,109.2,0.019607843137255054,1005.12,0.019277768200302248
2000-05-01 08:30:00-05:00,1420.65,-0.02613534058525291,108.64,-0.013529465177517408,23.65,-0.09732824427480924,8.62,0.06027060270602691,172.2,0.005841121495327117,131.6,0.006885998469778221,53.3,-0.051601423487544595,0.66,0.6097560975609757,6.38000011,0.02457039731862931,100.8342401,-0.0013019382964417625,4.0,0.05263157894736836,6.5,0.08333333333333326,3.2,0.032258064516129004,92.3118,0.0037971958165603503,247133000000.0,0.01518674312755719,110.7,0.013736263736263687,1025.08,0.019858325374084718
2000-06-01 08:30:00-05:00,1454.6,0.0009487731980259984,106.8,-0.016936671575846884,19.54,-0.17378435517970403,8.22,-0.04640371229698359,172.7,0.0029036004645761615,133.8,0.016717325227963764,53.5,0.0037523452157599557,0.15,-0.7727272727272727,6.03599977,-0.0539185476597116,100.6856604,-0.0014735044351268378,4.0,0.0,6.5,0.0,3.7,0.15625,92.8872,0.006233222621593315,249825000000.0,0.010892920006636109,106.4,-0.038843721770551065,1048.32,0.022671401256487256
