time,open,high,low,close
1997-12-31T16:00:00-06:00,5.65799999,5.65799999,5.18300009,5.34200001
1998-02-01T16:00:00-06:00,5.3579998,5.58400011,5.32499981,5.58400011
1998-03-01T16:00:00-06:00,5.58400011,5.63500023,5.46400023,5.63399982
1998-03-31T16:00:00-06:00,5.56699991,5.70900011,5.44899988,5.70900011
1998-04-30T16:00:00-05:00,5.70900011,5.70900011,5.46700001,5.55000019
1998-05-31T16:00:00-05:00,5.5170002,5.61800003,5.39599991,5.50899982
1998-06-30T16:00:00-05:00,5.4749999,5.51100016,5.42500019,5.4920001
1998-08-02T16:00:00-05:00,5.45900011,5.45900011,4.89300013,4.92600012
1998-08-31T16:00:00-05:00,4.87599993,4.94099998,4.43400002,4.44999981
1998-09-30T16:00:00-05:00,4.30200005,4.30200005,3.84599996,4
1998-11-01T16:00:00-06:00,4.28100014,4.68300009,4.24800014,4.65799999
1998-11-30T16:00:00-06:00,4.50899982,4.76100016,4.30999994,4.54199982
1998-12-31T16:00:00-06:00,4.54199982,4.7420001,4.45599985,4.56599998
1999-01-31T16:00:00-06:00,4.64900017,5.21700001,4.64900017,5.21700001
1999-02-28T16:00:00-06:00,5.19999981,5.20100021,4.96500015,4.9749999
1999-03-31T16:00:00-06:00,4.99100018,5.046,4.85699987,4.96700001
1999-05-02T16:00:00-05:00,5.06599998,5.41699982,5.06599998,5.41699982
1999-05-31T16:00:00-05:00,5.53499985,5.7329998,5.48799992,5.69999981
1999-06-30T16:00:00-05:00,5.51599979,5.61399984,5.40500021,5.5999999
1999-08-01T16:00:00-05:00,5.65100002,5.78800011,5.51499987,5.73600006
1999-08-31T16:00:00-05:00,5.73600006,5.73600006,5.54899979,5.68900013
1999-09-30T16:00:00-05:00,5.59100008,5.98799992,5.59100008,5.875
1999-10-31T16:00:00-06:00,5.80900002,6.05999994,5.71899986,6.05999994
1999-11-30T16:00:00-06:00,6.02600002,6.2579999,5.92500019,6.15899992
2000-01-02T16:00:00-06:00,6.39599991,6.52699995,6.29400015,6.52699995
2000-01-31T16:00:00-06:00,6.61199999,6.68200016,6.5170002,6.5170002
2000-02-29T16:00:00-06:00,6.53399992,6.61899996,6.46299982,6.4829998
2000-04-02T16:00:00-05:00,6.41400003,6.6170001,6.29300022,6.6170001
2000-04-30T16:00:00-05:00,6.75699997,6.9289999,6.72399998,6.74399996
2000-05-31T16:00:00-05:00,6.68400002,6.68400002,6.36199999,6.36199999
2000-07-02T16:00:00-05:00,6.31899977,6.46799994,6.2670002,6.2670002
2000-07-31T16:00:00-05:00,6.31699991,6.32499981,6.15899992,6.26399994
2000-08-31T16:00:00-05:00,6.19199991,6.19199991,6.0079999,6.0079999
2000-10-01T16:00:00-05:00,5.9829998,6.02099991,5.82399988,5.98999977
2000-10-31T16:00:00-06:00,5.94799995,5.97800016,5.71600008,5.71600008
2000-11-30T16:00:00-06:00,5.65799999,5.65799999,5.15700006,5.18300009
2000-12-31T16:00:00-06:00,5.12900019,5.12900019,4.59299994,4.69999981
2001-01-31T16:00:00-06:00,4.57999992,4.87599993,4.43499994,4.43499994
2001-02-28T16:00:00-06:00,4.39799976,4.5079999,4.17799997,4.3039999
2001-04-01T16:00:00-05:00,4.20900011,4.54500008,4.09899998,4.26800013
2001-04-30T16:00:00-05:00,4.30100012,4.38100004,4.07000017,4.31599998
2001-05-31T16:00:00-05:00,4.21700001,4.23799992,3.92600012,4.23799992
2001-07-01T16:00:00-05:00,4.2579999,4.2579999,3.85400009,3.85400009
2001-07-31T16:00:00-05:00,3.80100012,3.89100003,2.5999999,2.5999999
2001-09-02T16:00:00-05:00,3.773,3.7809999,2.77800012,2.77800012
2001-09-30T16:00:00-05:00,2.85100007,2.85700011,2.4519999,2.4519999
2001-10-31T16:00:00-06:00,2.375,3.18799996,2.3039999,2.86999989
2001-12-02T16:00:00-06:00,2.83699989,3.30699992,2.80500007,3.14599991
2001-12-31T16:00:00-06:00,3.11999989,3.19499993,2.78299999,3.09699988
2002-01-31T16:00:00-06:00,3.19499993,3.19499993,2.90899992,2.93499994
2002-02-28T16:00:00-06:00,3.04900002,3.74399996,3.04900002,3.72199988
2002-03-31T16:00:00-06:00,3.72199988,3.72300005,3.23799992,3.26099992
2002-04-30T16:00:00-05:00,3.26099992,3.38700008,3.10400009,3.15899992
2002-06-02T16:00:00-05:00,3.20300007,3.20300007,2.76699996,2.81699991
