time,open,close
2001-05-01T08:30:00-05:00,1249.55,1255.84
2001-06-01T08:30:00-05:00,1257.5,1226.99
2001-07-02T08:30:00-05:00,1225,1211.22
2001-08-01T08:30:00-05:00,1214.3,1133.58
2001-09-04T08:30:00-05:00,1133.38,1040.9
2001-10-01T08:30:00-05:00,1040.2,1059.78
2001-11-01T08:30:00-06:00,1060.98,1139.45
2001-12-03T08:30:00-06:00,1137.53,1148.16
2002-01-02T08:30:00-06:00,1149.97,1130.18
2002-02-01T08:30:00-06:00,1129.4,1106.74
2002-03-01T08:30:00-06:00,1108.74,1147.39
2002-04-01T08:30:00-06:00,1145.96,1076.87
2002-05-01T08:30:00-05:00,1076.4,1067.18
2002-06-03T08:30:00-05:00,1066.77,989.44
2002-07-01T08:30:00-05:00,989.15,911.62
2002-08-01T08:30:00-05:00,910.7,916.08
2002-09-03T08:30:00-05:00,916.07,815.26
2002-10-01T08:30:00-05:00,816.78,885.76
2002-11-01T08:30:00-06:00,884.33,936.31
2002-12-02T08:30:00-06:00,941.57,879.82
2003-01-02T08:30:00-06:00,881.44,855.7
2003-02-03T08:30:00-06:00,855.7,841.15
2003-03-03T08:30:00-06:00,841.96,848.12
2003-04-01T08:30:00-06:00,849.05,916.92
2003-05-01T08:30:00-05:00,916.8,963.59
2003-06-02T08:30:00-05:00,965.31,974.5
2003-07-01T08:30:00-05:00,973.83,990.31
2003-08-01T08:30:00-05:00,989.73,1008.03
2003-09-02T08:30:00-05:00,1008.96,995.95
2003-10-01T08:30:00-05:00,997.12,1050.71
2003-11-03T08:30:00-06:00,1051.84,1058.2
2003-12-01T08:30:00-06:00,1059.64,1111.92
2004-01-02T08:30:00-06:00,1112.64,1131.13
2004-02-02T08:30:00-06:00,1131.88,1144.94
2004-03-01T08:30:00-06:00,1144.94,1126.21
2004-04-01T08:30:00-06:00,1126.2,1107.24
2004-05-03T08:30:00-05:00,1107.3,1120.64
2004-06-01T08:30:00-05:00,1119.48,1140.75
2004-07-01T08:30:00-05:00,1140.73,1101.72
2004-08-02T08:30:00-05:00,1101.72,1104.24
2004-09-01T08:30:00-05:00,1104.24,1114.58
2004-10-01T08:30:00-05:00,1115.96,1130.2
2004-11-01T08:30:00-06:00,1130.26,1173.82
2004-12-01T08:30:00-06:00,1173.83,1211.92
2005-01-03T08:30:00-06:00,1213.43,1181.27
2005-02-01T08:30:00-06:00,1181.26,1210.41
2005-03-01T08:30:00-06:00,1209.21,1180.59
2005-04-01T08:30:00-06:00,1181.44,1156.85
2005-05-02T08:30:00-05:00,1156.85,1191.5
2005-06-01T08:30:00-05:00,1191.07,1191.33
2005-07-01T08:30:00-05:00,1191.33,1234.18
2005-08-01T08:30:00-05:00,1234.86,1220.33
2005-09-01T08:30:00-05:00,1219.71,1228.81
2005-10-03T08:30:00-05:00,1228.81,1207.01
2005-11-01T08:30:00-06:00,1205.85,1249.48
2005-12-01T08:30:00-06:00,1249.48,1248.29
2006-01-03T08:30:00-06:00,1252.03,1280.08
2006-02-01T08:30:00-06:00,1280.08,1280.66
2006-03-01T08:30:00-06:00,1281.65,1294.82
2006-04-03T08:30:00-05:00,1302.88,1310.61
2006-05-01T08:30:00-05:00,1311.1,1270.09
2006-06-01T08:30:00-05:00,1270.22,1270.2
2006-07-03T08:30:00-05:00,1270.93,1276.66
2006-08-01T08:30:00-05:00,1275.76,1303.82
2006-09-01T08:30:00-05:00,1303.8,1335.85
2006-10-02T08:30:00-05:00,1335.56,1377.94
2006-11-01T08:30:00-06:00,1377.76,1400.63
2006-12-01T08:30:00-06:00,1400.63,1418.3
2007-01-03T08:30:00-06:00,1418.03,1438.24
2007-02-01T08:30:00-06:00,1437.9,1406.82
2007-03-01T08:30:00-06:00,1406.8,1420.86
2007-04-02T08:30:00-05:00,1420.83,1482.37
2007-05-01T08:30:00-05:00,1483,1530.62
2007-06-01T08:30:00-05:00,1532.99,1503.35
2007-07-02T08:30:00-05:00,1506.14,1455.27
2007-08-01T08:30:00-05:00,1454.4,1473.99
2007-09-04T08:30:00-05:00,1473.96,1526.75
2007-10-01T08:30:00-05:00,1527.29,1549.38
2007-11-01T08:30:00-05:00,1545.79,1481.14
2007-12-03T08:30:00-06:00,1479.63,1468.36
2008-01-02T08:30:00-06:00,1467.97,1378.55
2008-02-01T08:30:00-06:00,1378.6,1330.63
2008-03-03T08:30:00-06:00,1330.45,1322.7
2008-04-01T08:30:00-05:00,1326.41,1385.59
2008-05-01T08:30:00-05:00,1385.97,1400.38
2008-06-02T08:30:00-05:00,1399.62,1280
2008-07-01T08:30:00-05:00,1276.68,1267.38
2008-08-01T08:30:00-05:00,1269.42,1282.83
2008-09-02T08:30:00-05:00,1287.82,1166.36
2008-10-01T08:30:00-05:00,1164.17,968.75
2008-11-03T08:30:00-06:00,968.67,896.24
2008-12-01T08:30:00-06:00,888.61,903.25
2009-01-02T08:30:00-06:00,902.99,825.88
2009-02-02T08:30:00-06:00,823.09,735.09
2009-03-02T08:30:00-06:00,729.57,797.87
2009-04-01T08:30:00-05:00,793.59,872.81
2009-05-01T08:30:00-05:00,872.74,919.14
2009-06-01T08:30:00-05:00,923.26,919.32
2009-07-01T08:30:00-05:00,920.82,987.48
2009-08-03T08:30:00-05:00,990.22,1020.62
2009-09-01T08:30:00-05:00,1019.52,1057.08
2009-10-01T08:30:00-05:00,1054.91,1036.19
2009-11-02T08:30:00-06:00,1036.18,1095.63
2009-12-01T08:30:00-06:00,1098.89,1115.1
2010-01-04T08:30:00-06:00,1116.56,1073.87
2010-02-01T08:30:00-06:00,1073.89,1104.49
2010-03-01T08:30:00-06:00,1105.36,1169.43
2010-04-01T08:30:00-05:00,1171.23,1186.68
2010-05-03T08:30:00-05:00,1188.57,1089.41
2010-06-01T08:30:00-05:00,1087.3,1030.71
2010-07-01T08:30:00-05:00,1031.1,1101.6
2010-08-02T08:30:00-05:00,1107.53,1049.33
2010-09-01T08:30:00-05:00,1049.72,1141.2
2010-10-01T08:30:00-05:00,1143.49,1183.26
2010-11-01T08:30:00-05:00,1185.71,1180.55
2010-12-01T08:30:00-06:00,1186.6,1257.64
2011-01-03T08:30:00-06:00,1257.62,1286.12
2011-02-01T08:30:00-06:00,1289.14,1327.22
2011-03-01T08:30:00-06:00,1328.64,1325.83
2011-04-01T08:30:00-05:00,1329.48,1363.61
2011-05-02T08:30:00-05:00,1365.21,1345.2
2011-06-01T08:30:00-05:00,1345.2,1320.64
2011-07-01T08:30:00-05:00,1320.64,1292.28
2011-08-01T08:30:00-05:00,1292.59,1218.89
2011-09-01T08:30:00-05:00,1219.12,1131.42
2011-10-03T08:30:00-05:00,1131.21,1253.3
2011-11-01T08:30:00-05:00,1251,1246.96
2011-12-01T08:30:00-06:00,1246.91,1257.6
2012-01-03T08:30:00-06:00,1258.86,1312.41
2012-02-01T08:30:00-06:00,1312.45,1365.68
2012-03-01T08:30:00-06:00,1365.9,1408.47
2012-04-02T08:30:00-05:00,1408.47,1397.91
2012-05-01T08:30:00-05:00,1397.86,1310.33
2012-06-01T08:30:00-05:00,1309.87,1362.16
2012-07-02T08:30:00-05:00,1362.33,1379.32
2012-08-01T08:30:00-05:00,1379.32,1406.58
2012-09-04T08:30:00-05:00,1406.54,1440.67
2012-10-01T08:30:00-05:00,1440.9,1412.16
2012-11-01T08:30:00-05:00,1412.2,1416.18
2012-12-03T08:30:00-06:00,1416.34,1426.19
2013-01-02T08:30:00-06:00,1426.19,1498.11
2013-02-01T08:30:00-06:00,1498.11,1514.68
2013-03-01T08:30:00-06:00,1514.68,1569.19
2013-04-01T08:30:00-05:00,1569.18,1597.57
2013-05-01T08:30:00-05:00,1597.55,1630.74
2013-06-03T08:30:00-05:00,1631.71,1606.28
2013-07-01T08:30:00-05:00,1609.78,1685.73
2013-08-01T08:30:00-05:00,1689.42,1632.97
2013-09-03T08:30:00-05:00,1635.95,1681.55
2013-10-01T08:30:00-05:00,1682.41,1756.54
2013-11-01T08:30:00-05:00,1758.7,1805.81
2013-12-02T08:30:00-06:00,1806.55,1848.36
2014-01-02T08:30:00-06:00,1845.86,1782.59
2014-02-03T08:30:00-06:00,1782.68,1859.45
2014-03-03T08:30:00-06:00,1857.68,1872.34
2014-04-01T08:30:00-05:00,1873.96,1883.95
2014-05-01T08:30:00-05:00,1884.39,1923.57
2014-06-02T08:30:00-05:00,1923.87,1960.23
2014-07-01T08:30:00-05:00,1962.29,1930.67
2014-08-01T08:30:00-05:00,1929.8,2003.37
2014-09-02T08:30:00-05:00,2004.07,1972.29
2014-10-01T08:30:00-05:00,1971.44,2018.05
2014-11-03T08:30:00-06:00,2018.21,2067.56
2014-12-01T08:30:00-06:00,2065.78,2058.9
2015-01-02T08:30:00-06:00,2058.9,1994.99
2015-02-02T08:30:00-06:00,1996.67,2104.5
2015-03-02T08:30:00-06:00,2105.23,2067.89
2015-04-01T08:30:00-05:00,2067.63,2085.51
2015-05-01T08:30:00-05:00,2087.38,2107.39
2015-06-01T08:30:00-05:00,2108.64,2063.11
2015-07-01T08:30:00-05:00,2067,2103.84
2015-08-03T08:30:00-05:00,2104.49,1972.18
2015-09-01T08:30:00-05:00,1970.09,1920.03
2015-10-01T08:30:00-05:00,1919.65,2079.36
2015-11-02T08:30:00-06:00,2080.76,2080.41
2015-12-01T08:30:00-06:00,2082.93,2043.94
2016-01-04T08:30:00-06:00,2038.2,1940.24
2016-02-01T08:30:00-06:00,1936.94,1932.23
2016-03-01T08:30:00-06:00,1937.09,2059.74
2016-04-01T08:30:00-05:00,2056.62,2065.3
2016-05-02T08:30:00-05:00,2067.17,2096.96
2016-06-01T08:30:00-05:00,2093.94,2098.86
2016-07-01T08:30:00-05:00,2099.34,2173.6
2016-08-01T08:30:00-05:00,2173.15,2170.95
2016-09-01T08:30:00-05:00,2171.33,2168.27
2016-10-03T08:30:00-05:00,2164.33,2126.15
2016-11-01T08:30:00-05:00,2128.68,2198.81
2016-12-01T08:30:00-06:00,2200.17,2238.83
2017-01-03T08:30:00-06:00,2251.57,2278.87
2017-02-01T08:30:00-06:00,2285.59,2363.64
2017-03-01T08:30:00-06:00,2380.13,2362.72
2017-04-03T08:30:00-05:00,2362.34,2384.2
2017-05-01T08:30:00-05:00,2388.5,2411.8
2017-06-01T08:30:00-05:00,2415.65,2423.41
2017-07-03T08:30:00-05:00,2431.39,2470.3
2017-08-01T08:30:00-05:00,2477.1,2471.65
2017-09-01T08:30:00-05:00,2474.42,2519.36
2017-10-02T08:30:00-05:00,2521.2,2575.26
2017-11-01T08:30:00-05:00,2583.21,2647.58
2017-12-01T08:30:00-06:00,2645.1,2673.61
2018-01-02T08:30:00-06:00,2683.73,2823.81
2018-02-01T08:30:00-06:00,2816.45,2713.83
2018-03-01T08:30:00-06:00,2715.22,2640.87
2018-04-02T08:30:00-05:00,2633.45,2648.05
2018-05-01T08:30:00-05:00,2643.64,2705.27
2018-06-01T08:30:00-05:00,2718.7,2718.37
2018-07-02T08:30:00-05:00,2704.95,2816.29
2018-08-01T08:30:00-05:00,2821.17,2901.52
2018-09-04T08:30:00-05:00,2896.96,2913.98
2018-10-01T08:30:00-05:00,2926.29,2711.74
2018-11-01T08:30:00-05:00,2717.58,2760.17
2018-12-03T08:30:00-06:00,2790.5,2506.85
2019-01-02T08:30:00-06:00,2476.96,2704.1
2019-02-01T08:30:00-06:00,2702.32,2784.49
2019-03-01T08:30:00-06:00,2798.22,2834.4
2019-04-01T08:30:00-05:00,2848.63,2945.83
2019-05-01T08:30:00-05:00,2952.33,2752.06
2019-06-03T08:30:00-05:00,2751.53,2941.76
2019-07-01T08:30:00-05:00,2971.41,2980.38
2019-08-01T08:30:00-05:00,2980.32,2926.46
2019-09-03T08:30:00-05:00,2909.01,2976.74
2019-10-01T08:30:00-05:00,2983.69,3037.56
2019-11-01T08:30:00-05:00,3050.72,3140.98
2019-12-02T08:30:00-06:00,3143.85,3230.78
2020-01-02T08:30:00-06:00,3244.67,3225.52
2020-02-03T08:30:00-06:00,3235.66,2954.22
2020-03-02T08:30:00-06:00,2974.28,2584.59
2020-04-01T08:30:00-05:00,2498.08,2912.43
2020-05-01T08:30:00-05:00,2869.09,3044.31
2020-06-01T08:30:00-05:00,3038.78,3100.29
2020-07-01T08:30:00-05:00,3105.92,3271.12
2020-08-03T08:30:00-05:00,3288.26,3500.31
2020-09-01T08:30:00-05:00,3507.44,3363
2020-10-01T08:30:00-05:00,3385.87,3269.96
2020-11-02T08:30:00-06:00,3296.2,3621.63
2020-12-01T08:30:00-06:00,3645.87,3756.08
2021-01-04T08:30:00-06:00,3764.61,3714.25
2021-02-01T08:30:00-06:00,3731.17,3811.16
2021-03-01T08:30:00-06:00,3842.51,3972.9
2021-04-01T08:30:00-05:00,3992.78,4181.18
2021-05-03T08:30:00-05:00,4191.98,4204.12
2021-06-01T08:30:00-05:00,4216.52,4297.49
2021-07-01T08:30:00-05:00,4300.73,4395.27
2021-08-02T08:30:00-05:00,4406.86,4522.69
2021-09-01T08:30:00-05:00,4531.57,4307.53
2021-10-01T08:30:00-05:00,4317.16,4605.39
2021-11-01T08:30:00-05:00,4610.62,4567.01
2021-12-01T08:30:00-06:00,4602.82,4766.19
2022-01-03T08:30:00-06:00,4778.14,4515.54
2022-02-01T08:30:00-06:00,4519.57,4373.95
2022-03-01T08:30:00-06:00,4363.14,4530.42
2022-04-01T08:30:00-05:00,4540.32,4131.92
2022-05-02T08:30:00-05:00,4130.61,4132.16
2022-06-01T08:30:00-05:00,4149.78,3785.39
2022-07-01T08:30:00-05:00,3781,4130.289
2022-08-01T08:30:00-05:00,4112.38,3954.99
2022-09-01T08:30:00-05:00,3936.73,3585.61
2022-10-03T08:30:00-05:00,3609.78,3871.97
2022-11-01T08:30:00-05:00,3901.79,4080.11
2022-12-01T08:30:00-06:00,4087.14,3957.09
