time,open,high,low,close
1998-01-01T02:10:00-06:00,23.42,28.69,21.47,21.47
1998-02-02T02:10:00-06:00,21.36,21.55,18.55,18.55
1998-03-02T02:10:00-06:00,19.19,24.66,17.76,24.22
1998-04-01T02:10:00-06:00,23.37,26.09,19.87,21.18
1998-05-01T02:10:00-05:00,19.34,23.39,18.99,21.32
1998-06-01T02:10:00-05:00,22.83,26.2,19.36,19.71
1998-07-01T02:10:00-05:00,18,25.68,16.23,24.8
1998-08-03T02:10:00-05:00,25.98,44.28,25.98,44.28
1998-09-01T02:10:00-05:00,36.48,45.29,32.47,40.95
1998-10-01T02:10:00-05:00,43.48,49.53,28.05,28.05
1998-11-02T02:10:00-06:00,27.26,29.28,21.84,26.01
1998-12-01T02:10:00-06:00,24.97,31.31,20.21,24.42
1999-01-01T02:10:00-06:00,26.17,32.98,23.28,26.25
1999-02-01T02:10:00-06:00,27.67,31.36,25.87,27.88
1999-03-01T02:10:00-06:00,28.37,29.22,22.73,23.26
1999-04-01T02:10:00-06:00,22.06,26.42,21.77,25.07
1999-05-03T02:10:00-05:00,24.15,28.9,24.15,25.39
1999-06-01T02:10:00-05:00,26.62,26.62,21.09,21.09
1999-07-01T02:10:00-05:00,19.69,24.98,17.42,24.64
1999-08-02T02:10:00-05:00,25.59,28.45,20.96,24.45
1999-09-01T02:10:00-05:00,22.93,27.84,20.98,25.41
1999-10-01T02:10:00-05:00,24.93,28.75,20.49,22.2
1999-11-01T02:10:00-06:00,22.09,24.18,19.11,24.18
1999-12-01T02:10:00-06:00,22.23,23.91,19.32,23.4
2000-01-03T02:10:00-06:00,24.21,27.01,19.66,24.95
2000-02-01T02:10:00-06:00,23.45,26,21.25,23.37
2000-03-01T02:10:00-06:00,21.64,24.86,19.21,23.67
2000-04-03T02:10:00-05:00,24.03,33.49,24.03,26.2
2000-05-01T02:10:00-05:00,25.88,31.63,23.62,23.65
2000-06-01T02:10:00-05:00,22.36,23.05,19.54,19.54
2000-07-03T02:10:00-05:00,19.83,21.16,18.94,20.74
2000-08-01T02:10:00-05:00,20.55,20.55,16.53,16.84
2000-09-01T02:10:00-05:00,17.53,21.88,17.53,20.57
2000-10-02T02:10:00-05:00,21.23,29.47,21.03,23.63
2000-11-01T02:10:00-06:00,24.28,29.65,23.67,29.65
2000-12-01T02:10:00-06:00,27.48,31.74,22.41,26.85
2001-01-02T02:10:00-06:00,29.99,29.99,21.57,22.02
2001-02-01T02:10:00-06:00,21.66,28.35,20.27,28.35
2001-03-01T02:10:00-06:00,28.08,32.84,24.12,28.64
2001-04-02T02:10:00-05:00,31.21,34.72,24.13,25.48
2001-05-01T02:10:00-05:00,24.2,25.78,20.57,22.64
2001-06-01T02:10:00-05:00,21.59,23.17,19.06,19.06
2001-07-02T02:10:00-05:00,18.76,25.24,18.76,21.62
2001-08-01T02:10:00-05:00,20.56,25.41,19.71,24.92
2001-09-04T02:10:00-05:00,25.85,43.74,25.85,31.93
