time,open,high,low,close
1997-12-31T18:00:00-06:00,4.6,4.6,4.6,4.6
1998-01-31T18:00:00-06:00,4.6,4.6,4.6,4.6
1998-02-28T18:00:00-06:00,4.7,4.7,4.7,4.7
1998-03-31T18:00:00-06:00,4.3,4.3,4.3,4.3
1998-04-30T19:00:00-05:00,4.4,4.4,4.4,4.4
1998-05-31T19:00:00-05:00,4.5,4.5,4.5,4.5
1998-06-30T19:00:00-05:00,4.5,4.5,4.5,4.5
1998-07-31T19:00:00-05:00,4.5,4.5,4.5,4.5
1998-08-31T19:00:00-05:00,4.6,4.6,4.6,4.6
1998-09-30T19:00:00-05:00,4.5,4.5,4.5,4.5
1998-10-31T18:00:00-06:00,4.4,4.4,4.4,4.4
1998-11-30T18:00:00-06:00,4.4,4.4,4.4,4.4
1998-12-31T18:00:00-06:00,4.3,4.3,4.3,4.3
1999-01-31T18:00:00-06:00,4.4,4.4,4.4,4.4
1999-02-28T18:00:00-06:00,4.2,4.2,4.2,4.2
1999-03-31T18:00:00-06:00,4.3,4.3,4.3,4.3
1999-04-30T19:00:00-05:00,4.2,4.2,4.2,4.2
1999-05-31T19:00:00-05:00,4.3,4.3,4.3,4.3
1999-06-30T19:00:00-05:00,4.3,4.3,4.3,4.3
1999-07-31T19:00:00-05:00,4.2,4.2,4.2,4.2
1999-08-31T19:00:00-05:00,4.2,4.2,4.2,4.2
1999-09-30T19:00:00-05:00,4.1,4.1,4.1,4.1
1999-10-31T18:00:00-06:00,4.1,4.1,4.1,4.1
1999-11-30T18:00:00-06:00,4,4,4,4
1999-12-31T18:00:00-06:00,4,4,4,4
2000-01-31T18:00:00-06:00,4.1,4.1,4.1,4.1
2000-02-29T18:00:00-06:00,4,4,4,4
2000-03-31T18:00:00-06:00,3.8,3.8,3.8,3.8
2000-04-30T19:00:00-05:00,4,4,4,4
2000-05-31T19:00:00-05:00,4,4,4,4
2000-06-30T19:00:00-05:00,4,4,4,4
2000-07-31T19:00:00-05:00,4.1,4.1,4.1,4.1
2000-08-31T19:00:00-05:00,3.9,3.9,3.9,3.9
2000-09-30T19:00:00-05:00,3.9,3.9,3.9,3.9
2000-10-31T18:00:00-06:00,3.9,3.9,3.9,3.9
2000-11-30T18:00:00-06:00,3.9,3.9,3.9,3.9
2000-12-31T18:00:00-06:00,4.2,4.2,4.2,4.2
2001-01-31T18:00:00-06:00,4.2,4.2,4.2,4.2
2001-02-28T18:00:00-06:00,4.3,4.3,4.3,4.3
2001-03-31T18:00:00-06:00,4.4,4.4,4.4,4.4
2001-04-30T19:00:00-05:00,4.3,4.3,4.3,4.3
2001-05-31T19:00:00-05:00,4.5,4.5,4.5,4.5
2001-06-30T19:00:00-05:00,4.6,4.6,4.6,4.6
2001-07-31T19:00:00-05:00,4.9,4.9,4.9,4.9
2001-08-31T19:00:00-05:00,5,5,5,5
2001-09-30T19:00:00-05:00,5.3,5.3,5.3,5.3
2001-10-31T18:00:00-06:00,5.5,5.5,5.5,5.5
2001-11-30T18:00:00-06:00,5.7,5.7,5.7,5.7
2001-12-31T18:00:00-06:00,5.7,5.7,5.7,5.7
2002-01-31T18:00:00-06:00,5.7,5.7,5.7,5.7
2002-02-28T18:00:00-06:00,5.7,5.7,5.7,5.7
2002-03-31T18:00:00-06:00,5.9,5.9,5.9,5.9
